23002,<b>,3,5,2,3,2,1,<e>,<b>,3,2,3,2,1,<e>,<b>,3,2,3,2,5,2,1,<e>,<b>,3,2,3,2,1,<e>,<b>,3,2,3,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23084,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,2,1,<e>,<b>,2,2,2,1,<e>,<b>,3,2.0,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23086,<b>,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<e>
23086,<b>,4,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23086,<b>,2,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23086,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23091,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,3,1,2,1,<e>,<b>,3,1,<e>,<b>,3,1,2,1,5,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<e>
23091,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,2,1,2,1,<e>,<b>,5,2,1,5,1,<e>,<b>,5,2,1,<e>,<b>,955,<e>,<e>
23091,<b>,2,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,5,3,1,<e>,<b>,955,<e>,<e>
23091,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,2,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23092,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23092,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,2,2,2,1,<e>,<b>,2,1,<e>,<e>
23092,<b>,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23092,<b>,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23093,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,2,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,2,2,1,2,1,<e>,<e>
23093,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,5,1,<e>,<b>,3,3,2,1,<e>,<b>,2,2,1,2,1,<e>,<b>,955,<e>,<e>
23093,<b>,2,1,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23093,<b>,3,4,3,2,5,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23095,<b>,3,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,2,2,1,<e>,<b>,955,<e>,<e>
23095,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23095,<b>,2,2,1,<e>,<b>,5,3,2,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23095,<b>,2,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23096,<b>,3,1,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,5,1,<e>,<b>,3,1,<e>,<b>,4,1,<e>,<e>
23096,<b>,3,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23096,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<e>
23096,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<e>
23099,<b>,3,4,5,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,3,2,4,1,<e>,<b>,5,2,1,<e>,<b>,955,<e>,<e>
23099,<b>,3,5,4,1,<e>,<b>,955,<e>,<b>,3,2,1,<e>,<b>,3,2,4,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23099,<b>,5,2,2,1,<e>,<b>,2,2,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23099,<b>,3,4,2,1,<e>,<b>,955,<e>,<b>,3,2,1,<e>,<b>,5,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23103,<b>,3,1,<e>,<b>,2,1,<e>,<b>,3,4,2,1,<e>,<b>,3,1,2,1,<e>,<b>,3,1,<e>,<b>,5,1,<e>,<b>,955,<e>,<e>
23103,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<e>
23103,<b>,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,<e>
23103,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,5,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23105,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23105,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23105,<b>,5,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,2,3,1,<e>,<b>,3,1,<e>,<b>,3,1,2,1,<e>,<b>,955,<e>,<e>
23105,<b>,3,1,<e>,<b>,3,2,3,1,<e>,<b>,3,4,2,1,2,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<e>
23107,<b>,3,3,2,3,1,<e>,<b>,3,3,1,1,<e>,<b>,3,2,3,2,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,3,2,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23107,<b>,3,2,3,2,1,<e>,<b>,3,2,3,1,<e>,<b>,3,2,3,1,<e>,<b>,3,2,3,1,<e>,<b>,3,2,2,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<e>
23107,<b>,5,5,2,5,2,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,3,3,2,3,2,3,1,1,<e>,<b>,3,3,2,3,2,3,1,1,<e>,<b>,3,3,2,3,2,3,1,1,<e>,<b>,3,2,3,2,3,1,<e>,<e>
23107,<b>,3,2,3,1,1,<e>,<b>,3,2,3,2,3,1,<e>,<b>,3,2,3,1.0,1.0,<e>,<b>,3.0,2,3,1,<e>,<b>,5,2,1.0,<e>,<b>,5,2,2.0,1.0,<e>,<b>,3,2,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<e>
23108,<b>,4,1,2,1,<e>,<b>,5,1,<e>,<b>,4,3,2,2,1,<e>,<b>,4,5,1,<e>,<b>,3,2,2,1,<e>,<b>,2,2,1,<e>,<b>,955,<e>,<e>
23108,<b>,3,2,1,<e>,<b>,3,5,2,1,<e>,<b>,4,2,2,1,<e>,<b>,4,3,1,<e>,<b>,5,2,1,<e>,<b>,5,2,2,1,<e>,<b>,955,<e>,<e>
23108,<b>,2,2,2,1,<e>,<b>,2,2,2,2,2,2,1,<e>,<b>,2,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,2,1,<e>,<b>,3,1,<e>,<e>
23108,<b>,3,1,<e>,<b>,5,3,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,2,1,<e>,<b>,2,2,1,2,1,<e>,<b>,5,2,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<e>
23113,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<e>
23113,<b>,5,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<e>
23113,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,5,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,2,3,1,<e>,<e>
23113,<b>,3,5,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,4,1,<e>,<b>,4,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23114,<b>,2,3,2,3,2,1,<e>,<b>,2,3,2,2,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,2,2,1,<e>,<b>,955,<e>,<e>
23114,<b>,3,2,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23114,<b>,2,2,2,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23114,<b>,2,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23122,<b>,3,4,1,1,<e>,<b>,3,3,4,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,5,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23122,<b>,3,3,1,<e>,<b>,955,<e>,<b>,5,1,<e>,<b>,955,<e>,<b>,3,4,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<e>
23122,<b>,5,4,3,4,3,2,1,1,<e>,<b>,3,3,2,3,1,<e>,<b>,3,3,2,4,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,5,1,<e>,<e>
23122,<b>,3,4,3,1,<e>,<b>,3,2,1,<e>,<b>,3,4,3,1,<e>,<b>,3,2,1,<e>,<b>,5,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<e>
23123,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,5,1,<e>,<b>,955,<e>,<e>
23123,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<e>
23126,<b>,3,1,<e>,<b>,3,2,3,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,5,1,<e>,<e>
23126,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23126,<b>,5,1,<e>,<b>,5,1,<e>,<b>,955,<e>,<b>,3,5,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,955,<e>,<e>
23126,<b>,3,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<e>
23128,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,1,3,1,<e>,<b>,5,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<e>
23128,<b>,3,2,3,1,<e>,<b>,3,2,3,1,<e>,<b>,3,2,3,2,1,<e>,<b>,3,1,5,1,<e>,<b>,5,1,5,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23129,<b>,2,1,<e>,<b>,2,1,5,1,<e>,<b>,5,2,2,1,5,1,5,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23129,<b>,2,1,<e>,<b>,2,5,1,<e>,<b>,3,1,1,<e>,<b>,2,2,2,2,2,1,<e>,<b>,955,<e>,<b>,2,2,1,<e>,<b>,955,<e>,<e>
23129,<b>,2,1,<e>,<b>,2,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,2,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23129,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,5,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23132,<b>,3,1,<e>,<b>,3,3,1,<e>,<b>,3,3,3,1,<e>,<b>,3,3,1,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23132,<b>,3,3,1,<e>,<b>,5,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23132,<b>,3,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23132,<b>,3,1,<e>,<b>,3,3,3,1,<e>,<b>,3,3,3,1,<e>,<b>,3,3,3,3,3,1,<e>,<b>,955,<e>,<b>,3,3,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23133,<b>,5,1,2,1,<e>,<b>,2,1,<e>,<b>,5,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,5,1,<e>,<e>
23133,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23133,<b>,5,1,<e>,<b>,5,1,<e>,<b>,955,<e>,<b>,4,1,<e>,<b>,4,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23133,<b>,5,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23134,<b>,5,2,1,<e>,<b>,2,1,<e>,<b>,5,2,1,<e>,<b>,955,<e>,<b>,5,2,5,1,<e>,<b>,2,1,<e>,<b>,5,2,1,<e>,<e>
23134,<b>,2,2,1,<e>,<b>,5,2,1,<e>,<b>,955,<e>,<b>,5,2,2,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23134,<b>,2,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,5,2,1,<e>,<b>,955,<e>,<b>,5,2,1,<e>,<e>
23134,<b>,2,2,1,<e>,<b>,5,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23138,<b>,2,1,2,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<b>,2,1,2,1,5,1,<e>,<b>,2,1,5,1,5,1,<e>,<b>,955,<e>,<b>,5,1,<e>,<e>
23138,<b>,2,1,5,1,<e>,<b>,2,1,5,1,<e>,<b>,2,1,<e>,<b>,2,1,5,1,<e>,<b>,2,1,2,1,5,5,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<e>
23138,<b>,5,2,1,<e>,<b>,5,2,1,<e>,<b>,5,1,5,1,<e>,<b>,2,1,5,1,5,1,<e>,<b>,2,1,2,1,5,2,1,5,1,<e>,<b>,2,1,5,2,1,5,1,<e>,<b>,2,1,5,1,<e>,<e>
23138,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,5,1,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,2,2.0,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<e>
23140,<b>,3,2,3,1,<e>,<b>,3,1,<e>,<b>,3,2,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,2,1,<e>,<b>,3,1,<e>,<e>
23140,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,2,2,1,<e>,<e>
23140,<b>,2,2,2,1,<e>,<b>,2,2,2,5,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23140,<b>,3,2,2,1,<e>,<b>,5,2,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23141,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,955,<e>,<e>
23141,<b>,3,1,<e>,<b>,3,1,1,<e>,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,5,1,2,1,<e>,<e>
23141,<b>,5,1,5,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,2,1,5,1,<e>,<b>,3,2,1,<e>,<e>
23141,<b>,3,2,5,5,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<e>
23143,<b>,2,5,1,5,1,<e>,<b>,2,5,1,2,1,<e>,<b>,2,1,5,1,<e>,<b>,2,2,5,1,<e>,<b>,2,1,5,2,1,<e>,<b>,2,2,1,<e>,<b>,5,1,<e>,<e>
23143,<b>,2,1,2,1,<e>,<b>,2,5,1,<e>,<b>,2,5,1,5,1,<e>,<b>,2,1,5,1,<e>,<b>,2,1,2,1,<e>,<b>,2,5,1,<e>,<b>,2,1,5,1,<e>,<e>
23143,<b>,2,5,1,2,2,1,<e>,<b>,2,5,1,5,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,1,2,1,<e>,<e>
23143,<b>,2,1,5,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,2,5,1,2,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>,955,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23144,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<e>
23144,<b>,3,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
23144,<b>,3,1,<e>,<b>,2,1,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,3,1,<e>,<b>,955,<e>,<b>,955,<e>,<e>
